Unnamed: 0.1,Unnamed: 0,commentId,channelId,videoId,authorId,textOriginal,parentCommentId,likeCount,publishedAt,updatedAt,duplicatedFlag,cleanedText,cleanedTextSentiment,predictedSpam,isSpam,is_english,relevance_score,negative,neutral,positive,correctedText,aspect,sentiment
553,890,179,31754,39028,747286,Thank you so much Jackie😘💓,3727584.0,0,2020-01-09 21:48:05+00:00,2020-01-09 21:48:05+00:00,0,thank much jackie,thank much jackie : face_blowing_a_kiss : :beating_heart :,0.0,0,1,0.15054853,0.05642064,0.07674616,0.8668332,thank you very much Jackie.,['Jackie'],['Positive']
554,892,2384229,31754,39028,1648293,You gave me a much needed laugh!  The before didn't even look like you!  The sad thing is that I've actually seen women who wear their makeup like the before!,,1,2020-01-09 22:59:37+00:00,2020-01-09 22:59:37+00:00,0,gave much needed laugh not even look like sad thing actually seen woman wear makeup like,gave much needed laugh not even look like sad thing actually seen woman wear makeup like,0.0,0,1,0.41537753,0.85623544,0.09196451,0.051800065,Not even looking like sad thing actually seen woman wear makeup like that.,['makeup'],['Negative']
555,894,3461637,31754,39028,1237731,"You are too darn funny, and stinkin’ cute😍Thanks for the laugh!",,3,2020-01-09 23:56:40+00:00,2020-01-09 23:56:40+00:00,0,darn funny stinkin cutethanks laugh,darn funny stinkin cute : smiling_face_with_heart-eyes : thanks laugh,0.0,0,1,0.090452224,0.45613837,0.21959431,0.32426736,stinkin cute stinkin cutethanks laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh,['stinkin cute stinkin cutethanks laugh laugh'],['Positive']
556,898,162,31754,39028,187120,You’re welcome 😊.. Great tips 😍,4714763.0,0,2020-01-10 02:44:22+00:00,2020-01-10 02:44:22+00:00,0,welcome great tip,welcome : smiling_face_with_smiling_eyes : great tip : smiling_face_with_heart-eyes :,0.0,0,1,0.115792945,0.010079081,0.021693317,0.96822757,welcome great tip!,['tip'],['Positive']
557,900,1167430,31754,39028,1988810,Please do an eye lash video!!,,1,2020-01-10 04:51:21+00:00,2020-01-10 04:51:21+00:00,0,please eye lash video,please eye lash video,0.0,0,1,0.1738323,0.64704156,0.16749017,0.18546832,please eye lash video please eye lash video please eye lash video please eye lash video please eye lash video please eye lash video please eye lash video please eye lash video please eye lash video please eye lash video please eye lash video please eye lash video please eye lash video,['eye lash video'],['Neutral']
558,904,3914525,37866,28032,3375322,No one walks like left person ok,,0,2020-01-10 10:04:21+00:00,2020-01-10 10:04:21+00:00,0,no one walk like left person ok,no one walk like left person ok,0.0,0,1,0.12030332,0.3498796,0.4679315,0.18218887,no one walk like left person ok no one walk like left person ok no one walk like left person ok no one walk like left person ok no one walk like left person ok no one walk like left person ok no one walk like left person ok no one walk like left person ok,[],[]
559,909,35,37866,28032,501374,Get off mah bro,1793061.0,0,2020-01-10 13:45:53+00:00,2020-01-10 13:45:53+00:00,0,get mah bro,get mah bro,0.0,0,1,0.2029845,0.34970316,0.19902782,0.451269,mah bro mah bro.,[],[]
560,910,2051324,44980,13224,2159756,Nice looking nice work,,0,2020-01-10 13:52:48+00:00,2020-01-10 13:52:48+00:00,0,nice looking nice work,nice looking nice work,0.0,0,1,0.18206458,0.012298647,0.09129554,0.8964058,nice looking nice work nice work nice looking nice work nice looking nice work nice looking nice work nice looking nice work nice looking nice work nice looking nice work nice looking nice work nice looking nice work nice looking nice work nice looking nice work nice looking nice work nice looking nice work nice looking nice work nice looking nice looking nice,[],[]
561,913,3400087,31754,39028,2258782,Annie— you look drop dead gorgeous!!! What a great color for you! I would love the lash tutorial:),,2,2020-01-10 15:19:26+00:00,2020-01-10 15:19:26+00:00,0,annie look drop dead gorgeous great color would love lash tutorial,annie look drop dead gorgeous great color would love lash tutorial,0.0,0,1,0.22050986,0.04237711,0.0476405,0.9099824,gorgeous annie look drop dead gorgeous great color would love lash tutorial.,['annie'],['Positive']
562,917,187,31754,39028,747286,Thank you so much Jomel 💓😘,3400087.0,0,2020-01-10 16:52:01+00:00,2020-01-10 16:52:01+00:00,0,thank much jomel,thank much jomel : beating_heart : :face_blowing_a_kiss :,0.0,0,1,0.092877656,0.099221736,0.120631784,0.7801465,thank you very much Jomel.,[],[]
563,919,185,31754,39028,747286,Coming up next week😘💓,1167430.0,0,2020-01-10 16:56:53+00:00,2020-01-10 16:56:53+00:00,0,coming next week,coming next week : face_blowing_a_kiss : :beating_heart :,0.0,0,1,-0.035725012,0.18321513,0.17749742,0.6392875,"Coming next week, we’ll be bringing you a few more surprises.",['surprises'],['Positive']
564,920,929835,48408,32889,1088055,Philisopher once said Ummmm 😂,,0,2020-01-10 17:14:28+00:00,2020-01-10 17:14:28+00:00,0,philisopher said umm,philisopher said umm : face_with_tears_of_joy :,0.0,0,1,0.04954391,0.55434215,0.22662327,0.21903455,"Philisopher said umm, ""Philip said umm, "" Philisopher said umm, ""Philip said umm, ""Philip said umm, ""Philip said umm, ""Philip said umm, ""Philip said um",[],[]
565,921,2543376,37866,28032,2781972,Bro i want to be a millioner.. pls get me a job.  In u r fashion field pls..  i need money.,,0,2020-01-10 17:48:45+00:00,2020-01-10 17:48:45+00:00,0,bro want millioner pls get job r fashion field pls need money,bro want millioner pls get job r fashion field pls need money,0.0,0,1,0.24193121,0.27895182,0.17703639,0.54401183,pls get job r fashion field pls need money bro want millionaire pls get job r fashion field pls need money pls need money pls need money pls get job r fashion field pls need money pls need money pls need money pls need money pls need,[],[]
566,925,1859996,44390,46083,3310118,Sir makeup pe discount diyaa kro appp...so nice video,,1,2020-01-10 18:51:06+00:00,2020-01-10 18:51:06+00:00,0,sir makeup pe discount diyaa kro appso nice video,sir makeup pe discount diyaa kro appso nice video,0.0,0,1,0.35666555,0.100776955,0.26531345,0.6339096,sir makeup pe discount diyaa kro apps nice video.,['video'],['Positive']
567,927,3121493,37866,28032,3406151,You look amazing he can’t even see us 😂😂,,0,2020-01-10 18:57:22+00:00,2020-01-10 18:57:22+00:00,0,look amazing not even see u,look amazing not even see u : face_with_tears_of_joy : :face_with_tears_of_joy :,0.0,0,1,0.44630972,0.09330667,0.06861903,0.83807427,Looks amazing not even see u.,['Looks'],['Positive']
568,932,188,51944,53727,2032485,Justin Sacha thank you🤍🥰,3403219.0,0,2020-01-10 19:55:27+00:00,2020-01-10 19:55:27+00:00,0,justin sacha thank,justin sacha thank : white_heart : :smiling_face_with_hearts :,0.0,0,1,0.18178554,0.14750671,0.15978456,0.69270873,justin sacha thank you.,['justin'],['Positive']
569,934,189,22044,65248,1820987,Mireille Kanj thank you so much Mireille you are so kind! God bless you too! 🥰🥰,3478277.0,0,2020-01-10 20:19:43+00:00,2020-01-10 20:19:43+00:00,0,mireille kanj thank much mireille kind god bless,mireille kanj thank much mireille kind god bless : smiling_face_with_hearts : :smiling_face_with_hearts :,0.0,0,1,0.15502568,0.28531116,0.111109845,0.60357904,thank you very much mireille kanj thank you very much mireille kind god bless.,['mireille'],['Positive']
570,935,722514,22044,65248,2756257,What a wonderful reminder! Thank you for sharing this Leila. 💕 The Lord bless you and your channel even more!!!,,2,2020-01-10 20:39:28+00:00,2020-01-10 20:39:28+00:00,0,wonderful reminder thank sharing leila lord bless channel even,wonderful reminder thank sharing leila : two_hearts : lord bless channel even,0.0,0,1,0.053961083,0.010241207,0.018850768,0.97090805,wonderful reminder thank you for sharing leila lord bless channel even more.,['sharing'],['Positive']
571,936,190,22044,65248,1820987,Net Hia thank you so much! God bless you ❤️,722514.0,0,2020-01-10 20:42:11+00:00,2020-01-10 20:42:11+00:00,0,net hia thank much god bless ️,net hia thank much god bless : red_heart :,0.0,0,1,0.05988276,0.3397929,0.12505662,0.53515047,hia thank you very much god bless                            ,['god'],['Positive']
572,939,74,37866,28032,2302851,one piece 😂😂😂 ha good one bro,674636.0,0,2020-01-10 21:38:34+00:00,2020-01-10 21:38:34+00:00,0,one piece ha good one bro,one piece : face_with_tears_of_joy : :face_with_tears_of_joy : :face_with_tears_of_joy : ha good one bro,0.0,0,1,0.27250862,0.9115862,0.052377865,0.036035847,One piece ha good one bro bro.,[],[]
573,940,4140182,37866,28032,2760823,This guy talks like he's 16,,0,2020-01-10 21:45:33+00:00,2020-01-10 21:45:33+00:00,0,guy talk like 16,guy talk like 16,0.0,0,1,0.30670646,0.27658987,0.17605805,0.5473521,guy talk like 16 times.,['guy'],['Negative']
574,941,1472190,22044,65248,1597977,Such a good message as always 💕,,1,2020-01-10 22:01:09+00:00,2020-01-10 22:01:09+00:00,0,good message always,good message always : two_hearts :,0.0,0,1,0.17824222,0.015580674,0.08040892,0.9040104,Good message always.,['message'],['Positive']
575,944,3337036,51944,53727,1527253,Absolutely amazing job on an absolutely gorgeous girl!!!,,0,2020-01-10 23:40:35+00:00,2020-01-10 23:40:35+00:00,0,absolutely amazing job absolutely gorgeous girl,absolutely amazing job absolutely gorgeous girl,0.0,0,1,0.27488935,0.004731578,0.0034539115,0.9918145,Absolutely amazing job absolutely gorgeous girl.,['job'],['Positive']
576,945,1171896,44390,46083,1412458,"Thank you so much sir, product name add korar jonno 😀😀... R look ta khub valo lagche ♥️♥️♥️",,11,2020-01-10 23:48:24+00:00,2020-01-10 23:48:24+00:00,0,thank much sir product name add korar jonno r look ta khub valo lagche ️️,thank much sir product name add korar jonno : grinning_face : :grinning_face : r look ta khub valo lagche : heart_suit : :heart_suit : :heart_suit :,0.0,0,1,0.29864174,0.33276868,0.18986313,0.47736818,thank you sir product name add korar jonno r look ta khub valo lagche                 ,[],[]
577,946,4380547,22044,65248,853702,I am older than most of your audience (I’m 42) and I just wanted to say that I have stopped coloring my gray hair because I also want to embrace my inner beauty and stop worrying about the external. I have been trying to hide it since I was in my 20’s and I’m finally tired of trying to pretend I’m someone I’m not. Thanks for another great video ✝️,,3,2020-01-11 00:30:08+00:00,2020-01-11 00:30:08+00:00,0,older audience 42 wanted say stopped coloring gray hair also want embrace inner beauty stop worrying external trying hide since 20 finally tired trying pretend someone not thanks another great video ️,older audience 42 wanted say stopped coloring gray hair also want embrace inner beauty stop worrying external trying hide since 20 finally tired trying pretend someone not thanks another great video : latin_cross :,0.0,0,1,0.2429397,0.85181236,0.08600244,0.062185224,older audience 42 wanted to say stopped coloring gray hair also wanted embrace inner beauty stop worrying external trying hide since 20 finally tired trying pretend someone not thanks another great video                ,[],[]
578,947,646828,31754,39028,2435269,Your what not to do photo was hilarious!  As always thank you for sharing your tips ❤,,1,2020-01-11 00:51:11+00:00,2020-01-11 00:51:11+00:00,0,not photo hilarious always thank sharing tip,not photo hilarious always thank sharing tip : red_heart :,0.0,0,1,0.18420422,0.46104282,0.21722734,0.32172984,not photo hilarious always thanks for sharing tip.,['photo'],['Neutral']
579,949,3266325,37866,28032,2129638,One too many buttons unbuttoned on that shirt bro,,0,2020-01-11 02:16:04+00:00,2020-01-11 02:16:04+00:00,0,one many button unbuttoned shirt bro,one many button unbuttoned shirt bro,0.0,0,1,0.3573701,0.7571466,0.15997039,0.08288304,buttoned shirt brocade shirt brocade shirt brocade shirt brocade shirt brocade shirt brocade shirt brocade shirt brocade shirt brocade shirt brocade shirt brocade shirt brocade shirt brocade shirt brocade shirt brocade shirt brocade shirt brocade shirt brocade shirt brocade shirt brocade,"['buttoned shirt brocade shirt brocade shirt brocade shirt', 'shirt', 'shirt', 'shirt', 'shirt', 'shirt', 'shirt', 'shirt', 'shirt', 'shirt', 'shirt', 'shirt', 'shirt', 'shirt']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']"
580,950,989690,44390,46083,3325243,She is a very very good makeup artist osm😍😍😍😍,,3,2020-01-11 02:19:55+00:00,2020-01-11 02:19:55+00:00,0,good makeup artist osm,good makeup artist osm : smiling_face_with_heart-eyes : :smiling_face_with_heart-eyes : :smiling_face_with_heart-eyes : :smiling_face_with_heart-eyes :,0.0,0,1,0.35345727,0.019356336,0.13936608,0.8412776,good makeup artist osmo.,['makeup'],['Positive']
581,951,1980199,44390,46083,3001208,Ohhooo.. osam dada...again outstanding....dada thanks and too much grateful to you for mentioned the product...your handwork is  really God gifted dada...👍👍👍👍👍👍👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌,,4,2020-01-11 02:42:43+00:00,2020-01-11 02:42:43+00:00,0,ohhoo osam dadaagain outstandingdada thanks much grateful mentioned productyour handwork really god gifted dada,ohhoo osam dadaagain outstandingdada thanks much grateful mentioned productyour handwork really god gifted dada : thumbs_up : :thumbs_up : :thumbs_up : :thumbs_up : :thumbs_up : :thumbs_up : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand :,0.0,0,1,0.24955681,0.025953256,0.027136268,0.9469105,thanks much grateful mentioned productyour handwork really god gifted dadaagain outstandingdada thanks much grateful mentioned productyour handwork really god gifted dadaagain outstandingdada thanks much grateful mentioned productyour handwork really god gifted dadaagain outstandingdada thanks much grateful mentioned productyour handwork really,['handwork'],['Positive']
582,954,194,22044,65248,1820987,I am so glad to hear that. thank you so much for sharing your experience. I hope that your testimony will be an encouragement to others ☺️ God bless you,4380547.0,1,2020-01-11 03:06:18+00:00,2020-01-11 03:06:18+00:00,0,glad hear thank much sharing experience hope testimony encouragement others ️ god bless,glad hear thank much sharing experience hope testimony encouragement others : smiling_face : god bless,0.0,0,1,0.07237257,0.03710779,0.049153987,0.91373825,Glad to hear thank you so much sharing experience hope testimony encouragement others  god bless!,['god'],['Positive']
583,955,1007437,44390,46083,3356860,Darun hoyeche.Thanks for mentioning the products.,,6,2020-01-11 04:19:43+00:00,2020-01-11 04:19:43+00:00,0,darun hoyechethanks mentioning product,darun hoyechethanks mentioning product,0.0,0,1,0.3139211,0.40146136,0.23086233,0.36767632,thanks for mentioning product.,['mentioning'],['Positive']
584,956,3823477,44390,46083,2782622,Wow superb makeup sir 👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌,,1,2020-01-11 04:34:17+00:00,2020-01-11 04:34:17+00:00,0,wow superb makeup sir,wow superb makeup sir : OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand : :OK_hand :,0.0,0,1,0.48759386,0.0066527505,0.012588941,0.9807583,wow superb makeup sir. wow superb makeup sir. wow superb makeup sir.,['makeup'],['Positive']
585,959,3505691,44390,46083,2676854,Wowwww very nice,,1,2020-01-11 06:22:55+00:00,2020-01-11 06:22:55+00:00,0,wo nice,wo nice,0.0,0,1,0.0662135,0.08148175,0.18781044,0.7307078,wow nice.,[],[]
586,960,1183306,44390,46083,66079,Wow mind blowing makeup..👌👌,,2,2020-01-11 08:23:58+00:00,2020-01-11 08:23:58+00:00,0,wow mind blowing makeup,wow mind blowing makeup : OK_hand : :OK_hand :,0.0,0,1,0.40093982,0.16545442,0.07569615,0.75884944,wow mind blowing makeup.,['makeup'],['Positive']
587,962,2602909,31754,39028,2515984,Would love to see an eyelash video!,,1,2020-01-11 09:40:36+00:00,2020-01-11 09:40:36+00:00,0,would love see eyelash video,would love see eyelash video,0.0,0,1,0.15644887,0.38167474,0.24594492,0.37238035,Would love to see eyelash video.,['video'],['Neutral']
588,965,4266859,37866,28032,1715706,"I don't know bout you, but honestly I don't like henley shirts, It does make you look like a farmer if you wear it here in Philippines",,1,2020-01-11 10:07:27+00:00,2020-01-11 10:07:27+00:00,0,not know bout honestly not like henley shirt make look like farmer wear philippine,not know bout honestly not like henley shirt make look like farmer wear philippine,0.0,0,1,0.23976195,0.8027666,0.15228114,0.044952262,henley shirt make look like farmer wear philippine. henley shirt make look like farmer wear philippine. henley shirt make look like farmer wear philippine. henley shirt make look like farmer wear philippine.,['henley'],['Negative']
589,966,92,37866,28032,3345050,Bhavin Oswal nope,4467544.0,0,2020-01-11 10:34:25+00:00,2020-01-11 10:34:25+00:00,0,bhavin oswal nope,bhavin oswal nope,0.0,0,1,0.18295151,0.81335586,0.13408037,0.052563775,Bhavn oswal nope.,['oswal'],['Neutral']
590,967,2705413,31754,39028,1799907,"Yes for the lashes, please!",,1,2020-01-11 11:21:03+00:00,2020-01-11 11:21:03+00:00,0,yes lash please,yes lash please,0.0,0,1,0.179208,0.5072517,0.22266103,0.2700873,Yes lash please.,['lash'],['Positive']
591,969,2385694,37866,28032,3571225,The shirt is unbuttoned too further down. Maybe that style is better for the beach lol,,1,2020-01-11 11:54:16+00:00,2020-01-11 11:54:16+00:00,0,shirt unbuttoned maybe style better beach lol,shirt unbuttoned maybe style better beach lol,0.0,0,1,0.33340782,0.64330447,0.2896023,0.06709328,shirt unbuttoned maybe style better beach lol.,['style'],['Positive']
592,971,200,31754,39028,747286,I'll be sharing one next next week😘,2602909.0,0,2020-01-11 13:08:49+00:00,2020-01-11 13:08:49+00:00,0,sharing one next next week,sharing one next next week : face_blowing_a_kiss :,0.0,0,1,-0.008680322,0.23218289,0.18200524,0.58581185,Sharing one next week next week will be a big deal.,[],[]
593,979,4346717,48408,32889,3033620,Omg..superb!! I love it 😗,,0,2020-01-11 17:02:19+00:00,2020-01-11 17:02:19+00:00,0,omgsuperb love,omgsuperb love : kissing_face :,0.0,0,1,0.115635104,0.21379192,0.19343023,0.5927779,omgsuperb love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love,[],[]
594,982,3903990,31754,39028,1907172,False eyelashes are so tricky for me my eye sight is rubbish,,1,2020-01-11 18:16:43+00:00,2020-01-11 18:16:43+00:00,0,false eyelash tricky eye sight rubbish,false eyelash tricky eye sight rubbish,0.0,0,1,0.17090262,0.9233768,0.06085441,0.015768752,false eyelash false eyelash tricky eye sight rubbish.,[],[]
595,983,2980245,22044,65248,2221883,You're beautiful 😍,,1,2020-01-11 18:18:01+00:00,2020-01-11 18:18:01+00:00,0,beautiful,beautiful : smiling_face_with_heart-eyes :,0.0,0,1,0.30769646,0.012183625,0.032701284,0.9551151,Beautiful.,[],[]
596,984,2358842,48408,32889,2962469,These contacts are amazing.  Gorgeous on you,,0,2020-01-11 18:27:53+00:00,2020-01-11 18:27:53+00:00,0,contact amazing gorgeous,contact amazing gorgeous,0.0,0,1,0.24023089,0.007037082,0.011344833,0.9816181,gorgeous gorgeous contact amazing gorgeous gorgeous.,['contact'],['Positive']
597,985,1515799,31754,39028,2932710,Eye lashes  yes Please!,,1,2020-01-11 18:53:06+00:00,2020-01-11 18:53:06+00:00,0,eye lash yes please,eye lash yes please,0.0,0,1,0.24841887,0.5748472,0.21341127,0.21174157,eyelash yes please please.,['eyelash'],['Positive']
598,986,202,31754,39028,747286,Yes it's tricky but I'll share a step by step along with tips to make it easier.,3903990.0,0,2020-01-11 18:55:16+00:00,2020-01-11 18:55:16+00:00,0,yes tricky share step step along tip make easier,yes tricky share step step along tip make easier,0.0,0,1,0.00082617253,0.07905179,0.18425134,0.7366969,Step by step step step along tip make easier sharing.,['sharing'],['Positive']
599,988,193,51944,53727,2032485,Annette Coreno this was so much fun to film!!!💞💞 and thank you!,3337036.0,0,2020-01-11 19:09:05+00:00,2020-01-11 19:09:05+00:00,0,annette coreno much fun film thank,annette coreno much fun film : revolving_hearts : :revolving_hearts : thank,0.0,0,1,0.47266352,0.011425356,0.04302177,0.9455529,much fun film thank you annette coreno much fun film thank you annette coreno much fun film thank you annette coreno much fun film thank you annette coreno much fun film thank you so much for the great film thank you so much!,[],[]
600,989,3980328,31754,39028,2785014,"Thanks for the tips, great video",,1,2020-01-11 19:25:32+00:00,2020-01-11 19:25:32+00:00,0,thanks tip great video,thanks tip great video,0.0,0,1,0.05784515,0.016734939,0.032962997,0.95030206,Thanks tip great video great video.,['video'],['Positive']
601,990,2368786,51944,53727,1840388,Love this look so much!,,0,2020-01-11 19:36:29+00:00,2020-01-11 19:36:29+00:00,0,love look much,love look much,0.0,0,1,0.17923954,0.062947646,0.12133247,0.8157199,Love to look at your much.,[],[]
602,991,205,51944,53727,2032485,Demetria Nicolaou thank you baby💖,2368786.0,0,2020-01-11 19:39:20+00:00,2020-01-11 19:39:20+00:00,0,demetria nicolaou thank baby,demetria nicolaou thank baby : sparkling_heart :,0.0,0,1,0.22858916,0.124123536,0.16482143,0.71105504,demetria nicolaou thank baby.,['nicolaou'],['Neutral']
603,993,3445744,48408,32889,2092907,So gorg!😍💞💖,,0,2020-01-11 21:03:16+00:00,2020-01-11 21:03:16+00:00,0,gorg,gorg : smiling_face_with_heart-eyes : :revolving_hearts : :sparkling_heart :,0.0,0,1,0.08916003,0.23406142,0.26678878,0.4991498,gorg / gorg / gorg / gorg / gorg / gorg / gorg / gorg / gorg / gorg / gorg / gorg / gorg,[],[]
604,995,1838461,31754,39028,1523949,Thank you for the great tips.  You look beautiful !!!!!,,1,2020-01-11 23:13:36+00:00,2020-01-11 23:15:18+00:00,0,thank great tip look beautiful,thank great tip look beautiful,0.0,0,1,0.24415538,0.011228699,0.02509743,0.9636739,Thanks great tip look beautiful.,['look'],['Positive']
605,996,206,31754,39028,747286,Thank you so much Anna😙💖,1838461.0,0,2020-01-12 00:07:19+00:00,2020-01-12 00:07:19+00:00,0,thank much anna,thank much anna : kissing_face_with_smiling_eyes : :sparkling_heart :,0.0,0,1,0.15500492,0.07589565,0.10631101,0.81779337,Thank you so much Anna!,['Anna'],['Positive']
606,997,3710991,22044,65248,3278109,Beautiful video ! I'm going to stan this youtube chanel.,,2,2020-01-12 04:25:24+00:00,2020-01-16 04:06:33+00:00,0,beautiful video going stan youtube chanel,beautiful video going stan youtube chanel,0.0,0,1,0.11554696,0.032458603,0.057895634,0.90964574,beautiful video going stan youtube channel.,['youtube'],['Positive']
607,1002,2715160,44028,59252,3328267,Bandagi's smile is really pretty!,,11,2020-01-12 05:42:21+00:00,2020-01-12 05:42:21+00:00,0,bandagis smile really pretty,bandagis smile really pretty,0.0,0,1,0.4096045,0.08247279,0.19163328,0.725894,bandages smile really pretty bandages smile really pretty bandages smile really pretty bandages smile really pretty bandages smile really pretty bandages smile really pretty bandages smile really pretty bandages smile really pretty bandages smile really pretty bandages smile really pretty bandages smile really pretty bandages smile really pretty bandages smile really pretty,['bandages'],['Positive']
608,1003,2445888,44028,59252,2751911,Beauty boss 😂😂😂,,11,2020-01-12 05:47:07+00:00,2020-01-12 05:47:07+00:00,0,beauty bos,beauty bos : face_with_tears_of_joy : :face_with_tears_of_joy : :face_with_tears_of_joy :,0.0,0,1,0.5429027,0.094969414,0.1758714,0.72915924,beauty boss beauty boss beauty boss beauty boss beauty boss beauty boss beauty boss beauty boss beauty boss beauty boss beauty boss beauty boss beauty boss beauty boss beauty boss beauty bos,"['beauty boss beauty boss', 'boss', 'boss', 'boss beauty bos']","['Neutral', 'Neutral', 'Neutral', 'Neutral']"
609,1008,3626556,37866,28032,3489543,What about white hair early any tips or prevention?,,0,2020-01-12 06:01:52+00:00,2020-01-12 06:01:52+00:00,0,white hair early tip prevention,white hair early tip prevention,0.0,0,1,0.16433834,0.35734874,0.30637187,0.3362794,white hair early tip prevention.,[],[]
610,1009,3743965,13173,45124,1300531,Love you bro,,1,2020-01-12 06:14:45+00:00,2020-01-12 06:14:45+00:00,0,love bro,love bro,0.0,0,1,0.11320572,0.080171436,0.11877472,0.8010538,love bros. love bros. love bros. love bros. love bros. love bros. love bros. love bros. love bros. love bros. love bros. love bros. love bros. love bros. love bros. love bros.,[],[]
611,1010,1432235,13173,45124,2917579,So cute reeyansh,,2,2020-01-12 06:15:00+00:00,2020-01-12 06:15:00+00:00,0,cute reeyansh,cute reeyansh,0.0,0,1,0.32909906,0.04955525,0.20573412,0.7447107,cute reeyansh cute reeyansh cute reeyansh cute reeyansh cute reeyansh cute reeyansh cute reeyansh cute reeyansh cute reeyansh cute,['reeyansh'],['Positive']
612,1011,1605835,13173,45124,2887859,kdkkk Bhava,,3,2020-01-12 06:15:10+00:00,2020-01-12 06:15:10+00:00,0,kdkk bhava,kdkk bhava,0.0,0,1,0.08130853,0.28841826,0.2477552,0.46382657,kdkk bhava kdkk kdkk bhava kdkk kdkk bhava kdkk kdkk bhava kdkk kdkk bhava kdkk bhav,['bhav'],['Neutral']
613,1012,3271017,13173,45124,3498056,Frist comment love u 😙😙,,0,2020-01-12 06:15:16+00:00,2020-01-12 06:15:16+00:00,0,frist comment love,frist comment love : kissing_face_with_smiling_eyes : :kissing_face_with_smiling_eyes :,0.0,0,1,0.1154402,0.03167274,0.09189585,0.8764314,frist comment love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love love,[],[]
614,1013,1691517,13173,45124,3021360,Mast bhu 1st com. Please reply kahi tari bol please please,,1,2020-01-12 06:15:28+00:00,2020-01-12 06:15:28+00:00,0,mast bhu 1st com please reply kahi tari bol please please,mast bhu 1st com please reply kahi tari bol please please,0.0,0,1,0.18389404,0.5613707,0.20499276,0.2336366,please reply kahi tari bol please please reply kahi tari bol please reply kahi tari bol please please reply kahi tari bol please please reply kahi tari bol please please reply kahi tari bol,['bol'],['Neutral']
615,1016,2083806,13173,45124,1568748,Nice tiktok king,,3,2020-01-12 06:17:45+00:00,2020-01-12 06:17:45+00:00,0,nice tiktok king,nice tiktok king,0.0,0,1,0.07339269,0.027577532,0.11183099,0.8605915,nice tiktok king king king king king king king king king king king king king king king king king king king king king king king king king king king king king king,['tiktok king king king'],['Positive']
616,1017,3995868,13173,45124,3111030,"From now u r in the list of my favourite youtuber. ...
Pls next do 
Red food for 24 hours 
Or any 24 hours challenge ..
Expecting much from you #CRUSH..",,12,2020-01-12 06:18:20+00:00,2020-01-12 06:18:20+00:00,0,r list favourite youtuber pls next red food 24 hour 24 hour challenge expecting much,r list favourite youtuber pls next red food 24 hour 24 hour challenge expecting much,0.0,0,1,0.19688803,0.02646829,0.045478906,0.9280528,r list favourite youtuber pls next red food 24 hour 24 hour challenge expecting much more.,['food'],['Neutral']
617,1021,1353440,13173,45124,3021360,1st like and com.,,5,2020-01-12 06:20:55+00:00,2020-01-12 06:20:55+00:00,0,1st like com,1st like com,0.0,0,1,0.13012826,0.15233675,0.13479272,0.7128706,1st like com.,[],[]
618,1024,642010,13173,45124,3047701,Oo brand,,2,2020-01-12 06:23:51+00:00,2020-01-12 06:23:51+00:00,0,oo brand,oo brand,0.0,0,1,0.13258469,0.54619455,0.20031376,0.25349167,oo brand new.,['brand new'],['Positive']
619,1031,1667518,13173,45124,1366970,This look are awesome 😍😍😍,,8,2020-01-12 06:29:01+00:00,2020-01-12 06:29:01+00:00,0,look awesome,look awesome : smiling_face_with_heart-eyes : :smiling_face_with_heart-eyes : :smiling_face_with_heart-eyes :,0.0,0,1,0.28325993,0.008407197,0.02044321,0.9711496,Looks awesome!,['Looks'],['Positive']
